audio_path,category
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-100032-A-0.wav,dog+dog_bark
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-101404-A-34.wav,can_opening
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-103298-A-9.wav,crow
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-104089-A-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-104089-B-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-105224-A-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-110389-A-0.wav,dog+dog_bark
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-110537-A-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-115920-A-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-115920-B-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-115921-A-22.wav,clapping
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-116765-A-41.wav,chainsaw
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-118206-A-31.wav,mouse_click
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-15689-A-4.wav,frog
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-15689-B-4.wav,frog
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-16568-A-3.wav,cow
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17092-A-27.wav,brushing_teeth
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17092-B-27.wav,brushing_teeth
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17150-A-12.wav,crackling_fire
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-172649-A-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-172649-B-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-172649-C-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-172649-D-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-172649-E-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-172649-F-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17565-A-12.wav,crackling_fire
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17742-A-12.wav,crackling_fire
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17808-A-12.wav,crackling_fire
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17808-B-12.wav,crackling_fire
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-17970-A-4.wav,frog
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-181071-A-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-181071-B-40.wav,helicopter
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-18631-A-23.wav,breathing
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-18655-A-31.wav,mouse_click
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-18755-A-4.wav,frog
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-18755-B-4.wav,frog
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-18757-A-4.wav,frog
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-19111-A-24.wav,coughing+cough
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-19118-A-24.wav,coughing+cough
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-19898-A-41.wav,chainsaw
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-19898-B-41.wav,chainsaw
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-19898-C-41.wav,chainsaw
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-202111-A-3.wav,cow
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-20545-A-28.wav,snoring
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-208757-A-2.wav,pig
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-208757-B-2.wav,pig
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-208757-C-2.wav,pig
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-208757-D-2.wav,pig
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-208757-E-2.wav,pig
/DATA_ROOT/Desktop/matcher/Datasets/ESC-50/audio/1-21896-A-35.wav,washing_machine
