audio_path,category
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat002.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat014.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat017.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat024.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat029.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat033.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat043.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat047.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat054.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat062.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat065.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat070.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat077.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat085.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat088.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat094.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat100.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat105.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat113.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/clearthroat115.wav,throatclearing+clearthroat
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam001.wav,doorslam
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam002.wav,doorslam
/DATA_ROOT/Desktop/matcher/Datasets/DECASE2016/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam004.wav,doorslam
